Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,1097677.33.faa,1874630.22.faa,1874630.26.faa,31963.54.faa,31963.56.faa,31964.81.faa,31964.84.faa,31965.20.faa,31965.24.faa,33014.40.faa,33014.42.faa,443906.110.faa
1173_fig-1097677.33.peg.1173.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
1174_fig-1097677.33.peg.1174.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
1184_fig-1097677.33.peg.1184.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0
1187_fig-1097677.33.peg.1187.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1
1188_fig-1097677.33.peg.1188.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,1
1198_fig-1097677.33.peg.1198.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,0,0,1
1206_fig-1097677.33.peg.1206.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1207_fig-1097677.33.peg.1207.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1208_fig-1097677.33.peg.1208.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1226_fig-1097677.33.peg.1226.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1227_fig-1097677.33.peg.1227.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1239_fig-1097677.33.peg.1239.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
1249_fig-1097677.33.peg.1249.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0
1263_fig-1097677.33.peg.1263.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,0,1
1316_fig-1097677.33.peg.1316.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,1,1,1
1374_fig-1097677.33.peg.1374.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1383_fig-1097677.33.peg.1383.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
1396_fig-1097677.33.peg.1396.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1435_fig-1097677.33.peg.1435.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1436_fig-1097677.33.peg.1436.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1454_fig-1097677.33.peg.1454.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,1,1,1
1476_fig-1097677.33.peg.1476.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
1507_fig-1097677.33.peg.1507.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1509_fig-1097677.33.peg.1509.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1557_fig-1097677.33.peg.1557.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
1558_fig-1097677.33.peg.1558.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,1
1559_fig-1097677.33.peg.1559.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,1
1560_fig-1097677.33.peg.1560.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,1
1561_fig-1097677.33.peg.1561.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,1
1562_fig-1097677.33.peg.1562.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,1
1594_fig-1097677.33.peg.1594.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
1604_fig-1097677.33.peg.1604.faa,,,,,,,,,,,,,,1,0,0,1,0,1,1,0,0,0,0,0
1606_fig-1097677.33.peg.1606.faa,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1
1627_fig-1097677.33.peg.1627.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1630_fig-1097677.33.peg.1630.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1657_fig-1097677.33.peg.1657.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,0,0
1780_fig-1097677.33.peg.1780.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,1,1,1
1858_fig-1097677.33.peg.1858.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1860_fig-1097677.33.peg.1860.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1861_fig-1097677.33.peg.1861.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0
1867_fig-1097677.33.peg.1867.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1869_fig-1097677.33.peg.1869.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,1,1,1
1882_fig-1097677.33.peg.1882.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1888_fig-1097677.33.peg.1888.faa,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1
1889_fig-1097677.33.peg.1889.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1894_fig-1097677.33.peg.1894.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1903_fig-1097677.33.peg.1903.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,1,0
1905_fig-1097677.33.peg.1905.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
1980_fig-1097677.33.peg.1980.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
1982_fig-1097677.33.peg.1982.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,1,1,0
2022_fig-1097677.33.peg.2022.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2049_fig-1097677.33.peg.2049.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0
2050_fig-1097677.33.peg.2050.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2056_fig-1097677.33.peg.2056.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2057_fig-1097677.33.peg.2057.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2062_fig-1097677.33.peg.2062.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2063_fig-1097677.33.peg.2063.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2067_fig-1097677.33.peg.2067.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,0
2068_fig-1097677.33.peg.2068.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2095_fig-1097677.33.peg.2095.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2121_fig-1097677.33.peg.2121.faa,,,,,,,,,,,,,,1,0,0,0,1,1,1,0,0,0,0,0
2131_fig-1097677.33.peg.2131.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
2132_fig-1097677.33.peg.2132.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
2141_fig-1097677.33.peg.2141.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,0
2142_fig-1097677.33.peg.2142.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,1,1,1
2147_fig-1097677.33.peg.2147.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2148_fig-1097677.33.peg.2148.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0
2149_fig-1097677.33.peg.2149.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2150_fig-1097677.33.peg.2150.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2151_fig-1097677.33.peg.2151.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2152_fig-1097677.33.peg.2152.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2153_fig-1097677.33.peg.2153.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2154_fig-1097677.33.peg.2154.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2155_fig-1097677.33.peg.2155.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2156_fig-1097677.33.peg.2156.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2157_fig-1097677.33.peg.2157.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2158_fig-1097677.33.peg.2158.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2159_fig-1097677.33.peg.2159.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2160_fig-1097677.33.peg.2160.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2161_fig-1097677.33.peg.2161.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2162_fig-1097677.33.peg.2162.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2199_fig-1097677.33.peg.2199.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
2213_fig-1097677.33.peg.2213.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0
2218_fig-1097677.33.peg.2218.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2227_fig-1097677.33.peg.2227.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2228_fig-1097677.33.peg.2228.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2229_fig-1097677.33.peg.2229.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2234_fig-1097677.33.peg.2234.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2239_fig-1097677.33.peg.2239.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2244_fig-1097677.33.peg.2244.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2245_fig-1097677.33.peg.2245.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2246_fig-1097677.33.peg.2246.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2248_fig-1097677.33.peg.2248.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,0,1
2254_fig-1097677.33.peg.2254.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,1,1,0,0
2261_fig-1097677.33.peg.2261.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2271_fig-1097677.33.peg.2271.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,0,0
2272_fig-1097677.33.peg.2272.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,0,0
2278_fig-1097677.33.peg.2278.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,0
2279_fig-1097677.33.peg.2279.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,0
2283_fig-1097677.33.peg.2283.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
2286_fig-1097677.33.peg.2286.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2287_fig-1097677.33.peg.2287.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2296_fig-1097677.33.peg.2296.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2297_fig-1097677.33.peg.2297.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2298_fig-1097677.33.peg.2298.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0
2299_fig-1097677.33.peg.2299.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2300_fig-1097677.33.peg.2300.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2305_fig-1097677.33.peg.2305.faa,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0
2311_fig-1097677.33.peg.2311.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2315_fig-1097677.33.peg.2315.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2333_fig-1097677.33.peg.2333.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,0,0
2334_fig-1097677.33.peg.2334.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,0,0
2335_fig-1097677.33.peg.2335.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,0,0,1
2337_fig-1097677.33.peg.2337.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,0
2360_fig-1097677.33.peg.2360.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,0
2364_fig-1097677.33.peg.2364.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,0,1
2365_fig-1097677.33.peg.2365.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,0,1
2366_fig-1097677.33.peg.2366.faa,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,0
2367_fig-1097677.33.peg.2367.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,0,0
2368_fig-1097677.33.peg.2368.faa,,,,,,,,,,,,,,1,0,0,0,1,1,1,0,0,0,0,0
2370_fig-1097677.33.peg.2370.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2371_fig-1097677.33.peg.2371.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,1,1,1
2372_fig-1097677.33.peg.2372.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1
2373_fig-1097677.33.peg.2373.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1
2374_fig-1097677.33.peg.2374.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1
2375_fig-1097677.33.peg.2375.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1
2376_fig-1097677.33.peg.2376.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
2379_fig-1097677.33.peg.2379.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2430_fig-1097677.33.peg.2430.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0
2431_fig-1097677.33.peg.2431.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,1
2434_fig-1097677.33.peg.2434.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,0
2435_fig-1097677.33.peg.2435.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,0
2441_fig-1097677.33.peg.2441.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,0
2461_fig-1097677.33.peg.2461.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2463_fig-1097677.33.peg.2463.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2509_fig-1097677.33.peg.2509.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2540_fig-1097677.33.peg.2540.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,0
2578_fig-1097677.33.peg.2578.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2579_fig-1097677.33.peg.2579.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2588_fig-1097677.33.peg.2588.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2589_fig-1097677.33.peg.2589.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2590_fig-1097677.33.peg.2590.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2591_fig-1097677.33.peg.2591.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2595_fig-1097677.33.peg.2595.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2596_fig-1097677.33.peg.2596.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2601_fig-1097677.33.peg.2601.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2604_fig-1097677.33.peg.2604.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2612_fig-1097677.33.peg.2612.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2617_fig-1097677.33.peg.2617.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2626_fig-1097677.33.peg.2626.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2627_fig-1097677.33.peg.2627.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2629_fig-1097677.33.peg.2629.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2630_fig-1097677.33.peg.2630.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2633_fig-1097677.33.peg.2633.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2642_fig-1097677.33.peg.2642.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2660_fig-1097677.33.peg.2660.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2667_fig-1097677.33.peg.2667.faa,,,,,,,,,,,,,,1,1,0,1,1,1,1,0,0,0,0,1
2668_fig-1097677.33.peg.2668.faa,,,,,,,,,,,,,,1,1,0,1,1,1,1,0,0,0,0,1
2669_fig-1097677.33.peg.2669.faa,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,1,1,0
2670_fig-1097677.33.peg.2670.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2671_fig-1097677.33.peg.2671.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2678_fig-1097677.33.peg.2678.faa,,,,,,,,,,,,,,1,0,0,1,0,1,1,1,1,0,0,0
2679_fig-1097677.33.peg.2679.faa,,,,,,,,,,,,,,1,0,0,1,0,1,1,0,0,0,0,1
2680_fig-1097677.33.peg.2680.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0
2689_fig-1097677.33.peg.2689.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,1,1,1
2698_fig-1097677.33.peg.2698.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2700_fig-1097677.33.peg.2700.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2701_fig-1097677.33.peg.2701.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2702_fig-1097677.33.peg.2702.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2703_fig-1097677.33.peg.2703.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2733_fig-1097677.33.peg.2733.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2734_fig-1097677.33.peg.2734.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2735_fig-1097677.33.peg.2735.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2736_fig-1097677.33.peg.2736.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2740_fig-1097677.33.peg.2740.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1,0,0,1,1,1
2741_fig-1097677.33.peg.2741.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,1
2767_fig-1097677.33.peg.2767.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2768_fig-1097677.33.peg.2768.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2771_fig-1097677.33.peg.2771.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2777_fig-1097677.33.peg.2777.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2780_fig-1097677.33.peg.2780.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2781_fig-1097677.33.peg.2781.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2783_fig-1097677.33.peg.2783.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,0,0,0
2784_fig-1097677.33.peg.2784.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,0
2786_fig-1097677.33.peg.2786.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,0
2787_fig-1097677.33.peg.2787.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,0
2802_fig-1097677.33.peg.2802.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2803_fig-1097677.33.peg.2803.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2812_fig-1097677.33.peg.2812.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2813_fig-1097677.33.peg.2813.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2814_fig-1097677.33.peg.2814.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2815_fig-1097677.33.peg.2815.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0
2821_fig-1097677.33.peg.2821.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2822_fig-1097677.33.peg.2822.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2826_fig-1097677.33.peg.2826.faa,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
2840_fig-1097677.33.peg.2840.faa,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,0,1,0
2855_fig-1097677.33.peg.2855.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,1,1,0
2877_fig-1097677.33.peg.2877.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,1,1,1
2883_fig-1097677.33.peg.2883.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
2899_fig-1097677.33.peg.2899.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,1,1,1
2916_fig-1874630.22.peg.12.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
2986_fig-1874630.22.peg.82.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3022_fig-1874630.22.peg.118.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,0,0,0
3025_fig-1874630.22.peg.121.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1
3026_fig-1874630.22.peg.122.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3033_fig-1874630.22.peg.129.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3034_fig-1874630.22.peg.130.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3035_fig-1874630.22.peg.131.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3040_fig-1874630.22.peg.136.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3058_fig-1874630.22.peg.154.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3059_fig-1874630.22.peg.155.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3068_fig-1874630.22.peg.164.faa,,,,,,,,,,,,,,0,1,0,0,0,1,1,1,1,0,0,1
3069_fig-1874630.22.peg.165.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3090_fig-1874630.22.peg.186.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3091_fig-1874630.22.peg.187.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3104_fig-1874630.22.peg.200.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3168_fig-1874630.22.peg.264.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3170_fig-1874630.22.peg.266.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3171_fig-1874630.22.peg.267.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3197_fig-1874630.22.peg.293.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1
3198_fig-1874630.22.peg.294.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3199_fig-1874630.22.peg.295.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3210_fig-1874630.22.peg.306.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3262_fig-1874630.22.peg.358.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3263_fig-1874630.22.peg.359.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3265_fig-1874630.22.peg.361.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3281_fig-1874630.22.peg.377.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3282_fig-1874630.22.peg.378.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3290_fig-1874630.22.peg.386.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,0,0,0
3306_fig-1874630.22.peg.402.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3403_fig-1874630.22.peg.499.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,1,1,1
3404_fig-1874630.22.peg.500.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3423_fig-1874630.22.peg.519.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3437_fig-1874630.22.peg.533.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3438_fig-1874630.22.peg.534.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3439_fig-1874630.22.peg.535.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3461_fig-1874630.22.peg.557.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
3466_fig-1874630.22.peg.562.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
